bin_ID,Sample,Watermass,Phylum,cluster
16_bin.24,16,SAW,Verrucomicrobiota,clust3
41_bin.62,41,SAW,Verrucomicrobiota,clust3
15_bin.13,15,Front,Proteobacteria,clust3
25_bin.30,25,STW,Proteobacteria,clust3
23_bin.16,23,Deep,Proteobacteria,clust3
41_bin.8,41,SAW,Proteobacteria,clust3
21_bin.18,21,STW,Proteobacteria,clust3
52_bin.39,52,STW,Proteobacteria,clust3
78_bin.20,78,STW,Verrucomicrobiota,clust3
37_bin.19,37,STW,Proteobacteria,clust3
5_bin.9,5,SAW,Proteobacteria,clust3
36_bin.86,36,Neritic,Verrucomicrobiota,clust3
3_bin.3,3,Deep,Proteobacteria,clust3
69_bin.14,69,Deep,Proteobacteria,clust3
39_bin.13,39,SAW,Verrucomicrobiota,clust3
43_bin.23,43,Deep,Proteobacteria,clust3
80_bin.27,80,Deep,Proteobacteria,clust3
35_bin.59,35,Neritic,Proteobacteria,clust3
37_bin.48,37,STW,Proteobacteria,clust3
36_bin.90,36,Neritic,Proteobacteria,clust3
20_bin.19,20,Deep,Proteobacteria,clust3
53_bin.13,53,SAW,Proteobacteria,clust3
8_bin.15,8,SAW,Verrucomicrobiota,clust3
83_bin.1,83,Deep,Proteobacteria,clust3
69_bin.27,69,Deep,Proteobacteria,clust3
33_bin.18,33,SAW,Proteobacteria,clust3
72_bin.2,72,Deep,Proteobacteria,clust3
38_bin.34,38,Front,Proteobacteria,clust3
13_bin.18,13,STW,Proteobacteria,clust3
19_bin.20,19,SAW,Verrucomicrobiota,clust3
41_bin.2,41,SAW,Proteobacteria,clust3
17_bin.14,17,SAW,Verrucomicrobiota,clust3
23_bin.30,23,Deep,Proteobacteria,clust3
80_bin.1,80,Deep,Proteobacteria,clust3
64_bin.19,64,Deep,Proteobacteria,clust3
82_bin.2,82,SAW,Proteobacteria,clust3
80_bin.15,80,Deep,Proteobacteria,clust3
21_bin.33,21,STW,Proteobacteria,clust3
77_bin.24,77,SAW,Proteobacteria,clust3
47_bin.41,47,Deep,Proteobacteria,clust3
47_bin.5,47,Deep,SAR324,clust3
7_bin.37,7,STW,Proteobacteria,clust3
71_bin.9,71,SAW,Proteobacteria,clust3
34_bin.25,34,Deep,SAR324,clust3
9_bin.21,9,Deep,Proteobacteria,clust3
80_bin.19,80,Deep,Proteobacteria,clust3
20_bin.26,20,Deep,Proteobacteria,clust3
8_bin.12,8,SAW,Proteobacteria,clust3
37_bin.31,37,STW,Proteobacteria,clust3
37_bin.14,37,STW,Proteobacteria,clust3
42_bin.59,42,SAW,Proteobacteria,clust3
83_bin.3,83,Deep,Proteobacteria,clust3
79_bin.12,79,SAW,Verrucomicrobiota,clust3
51_bin.42,51,Deep,Proteobacteria,clust3
38_bin.60,38,Front,Proteobacteria,clust3
35_bin.25,35,Neritic,Proteobacteria,clust3
83_bin.27,83,Deep,Proteobacteria,clust3
61_bin.20,61,Deep,Proteobacteria,clust3
54_bin.1,54,SAW,Proteobacteria,clust3
34_bin.38,34,Deep,Proteobacteria,clust3
7_bin.33,7,STW,Proteobacteria,clust3
21_bin.17,21,STW,Proteobacteria,clust3
42_bin.33,42,SAW,Proteobacteria,clust3
36_bin.22,36,Neritic,Proteobacteria,clust3
5_bin.10,5,SAW,Proteobacteria,clust3
36_bin.55,36,Neritic,Proteobacteria,clust3
34_bin.24,34,Deep,Proteobacteria,clust3
23_bin.60,23,Deep,Proteobacteria,clust3
40_bin.28,40,SAW,Proteobacteria,clust3
51_bin.18,51,Deep,Proteobacteria,clust3
38_bin.28,38,Front,Verrucomicrobiota,clust3
35_bin.29,35,Neritic,Proteobacteria,clust3
8_bin.24,8,SAW,Proteobacteria,clust3
36_bin.83,36,Neritic,Proteobacteria,clust3
15_bin.8,15,Front,Proteobacteria,clust3
61_bin.32,61,Deep,SAR324,clust3
83_bin.15,83,Deep,Proteobacteria,clust3
37_bin.35,37,STW,Proteobacteria,clust3
80_bin.31,80,Deep,SAR324,clust3
26_bin.17,26,Front,Verrucomicrobiota,clust3
48_bin.34,48,STW,Proteobacteria,clust3
68_bin.10,68,SAW,Verrucomicrobiota,clust3
83_bin.39,83,Deep,Verrucomicrobiota,clust3
41_bin.17,41,SAW,Proteobacteria,clust3
61_bin.40,61,Deep,Verrucomicrobiota,clust3
58_bin.29,58,SAW,Proteobacteria,clust3
77_bin.34,77,SAW,Proteobacteria,clust3
35_bin.23,35,Neritic,Proteobacteria,clust3
34_bin.20,34,Deep,Proteobacteria,clust3
34_bin.39,34,Deep,Proteobacteria,clust3
41_bin.27,41,SAW,Verrucomicrobiota,clust3
39_bin.12,39,SAW,Proteobacteria,clust3
1_bin.12,1,STW,Proteobacteria,clust3
12_bin.23,12,Neritic,Proteobacteria,clust3
52_bin.37,52,STW,Proteobacteria,clust3
36_bin.41,36,Neritic,Proteobacteria,clust3
48_bin.37,48,STW,Proteobacteria,clust3
37_bin.71,37,STW,Proteobacteria,clust3
79_bin.37,79,SAW,Proteobacteria,clust3
20_bin.20,20,Deep,Verrucomicrobiota,clust3
23_bin.15,23,Deep,Verrucomicrobiota,clust3
61_bin.29,61,Deep,Proteobacteria,clust3
24_bin.18,24,STW,Verrucomicrobiota,clust3
21_bin.6,21,STW,Proteobacteria,clust3
61_bin.33,61,Deep,Proteobacteria,clust3
79_bin.30,79,SAW,Proteobacteria,clust3
47_bin.37,47,Deep,Proteobacteria,clust3
23_bin.29,23,Deep,Proteobacteria,clust3
33_bin.32,33,SAW,Proteobacteria,clust3
80_bin.42,80,Deep,Verrucomicrobiota,clust3
20_bin.23,20,Deep,Proteobacteria,clust3
74_bin.17,74,SAW,Proteobacteria,clust3
41_bin.76,41,SAW,Proteobacteria,clust3
34_bin.4,34,Deep,Proteobacteria,clust3
76_bin.19,76,STW,Verrucomicrobiota,clust3
37_bin.41,37,STW,Proteobacteria,clust3
69_bin.16,69,Deep,Proteobacteria,clust3
23_bin.24,23,Deep,Proteobacteria,clust3
80_bin.44,80,Deep,Proteobacteria,clust3
3_bin.12,3,Deep,Proteobacteria,clust3
9_bin.18,9,Deep,Proteobacteria,clust3
35_bin.55,35,Neritic,Proteobacteria,clust3
34_bin.11,34,Deep,Proteobacteria,clust3
64_bin.1,64,Deep,Verrucomicrobiota,clust3
32_bin.9,32,STW,Proteobacteria,clust3
83_bin.25,83,Deep,Proteobacteria,clust3
64_bin.33,64,Deep,Proteobacteria,clust3
51_bin.7,51,Deep,Proteobacteria,clust3
82_bin.14,82,SAW,Verrucomicrobiota,clust3
6_bin.23,6,SAW,Proteobacteria,clust3
30_bin.1,30,SAW,Proteobacteria,clust3
50_bin.23,50,SAW,Proteobacteria,clust3
3_bin.1,3,Deep,Proteobacteria,clust3
1_bin.4,1,STW,Proteobacteria,clust3
46_bin.4,46,SAW,Proteobacteria,clust3
64_bin.6,64,Deep,Verrucomicrobiota,clust3
47_bin.13,47,Deep,Verrucomicrobiota,clust3
28_bin.12,28,SAW,Verrucomicrobiota,clust3
5_bin.21,5,SAW,SAR324,clust3
10_bin.18,10,STW,Proteobacteria,clust3
43_bin.37,43,Deep,Proteobacteria,clust3
8_bin.23,8,SAW,Proteobacteria,clust3
41_bin.3,41,SAW,Proteobacteria,clust3
6_bin.31,6,SAW,Proteobacteria,clust3
36_bin.69,36,Neritic,Proteobacteria,clust3
51_bin.19,51,Deep,Verrucomicrobiota,clust3
41_bin.52,41,SAW,Proteobacteria,clust3
41_bin.39,41,SAW,Verrucomicrobiota,clust3
50_bin.9,50,SAW,Proteobacteria,clust3
43_bin.8,43,Deep,Proteobacteria,clust3
37_bin.70,37,STW,Proteobacteria,clust3
23_bin.61,23,Deep,Proteobacteria,clust3
61_bin.27,61,Deep,Proteobacteria,clust3
34_bin.16,34,Deep,Verrucomicrobiota,clust3
40_bin.33,40,SAW,Proteobacteria,clust3
39_bin.43,39,SAW,Proteobacteria,clust3
42_bin.27,42,SAW,Proteobacteria,clust3
33_bin.29,33,SAW,Verrucomicrobiota,clust3
77_bin.48,77,SAW,Proteobacteria,clust3
43_bin.33,43,Deep,Proteobacteria,clust3
52_bin.46,52,STW,Verrucomicrobiota,clust3
1_bin.8,1,STW,Proteobacteria,clust3
70_bin.3,70,STW,Proteobacteria,clust3
37_bin.33,37,STW,Proteobacteria,clust3
39_bin.33,39,SAW,Verrucomicrobiota,clust3
41_bin.58,41,SAW,Proteobacteria,clust3
18_bin.18,18,SAW,Verrucomicrobiota,clust3
40_bin.49,40,SAW,Proteobacteria,clust3
36_bin.46,36,Neritic,Verrucomicrobiota,clust3
8_bin.36,8,SAW,Proteobacteria,clust3
77_bin.19,77,SAW,Proteobacteria,clust3
79_bin.3,79,SAW,Proteobacteria,clust3
39_bin.36,39,SAW,Proteobacteria,clust3
70_bin.32,70,STW,Verrucomicrobiota,clust3
36_bin.35,36,Neritic,Verrucomicrobiota,clust3
17_bin.30,17,SAW,Proteobacteria,clust3
48_bin.55,48,STW,Proteobacteria,clust3
68_bin.34,68,SAW,Proteobacteria,clust3
26_bin.3,26,Front,Proteobacteria,clust3
19_bin.25,19,SAW,Verrucomicrobiota,clust3
38_bin.68,38,Front,Verrucomicrobiota,clust3
8_bin.33,8,SAW,Proteobacteria,clust3
42_bin.39,42,SAW,Proteobacteria,clust3
56_bin.33,56,STW,Verrucomicrobiota,clust3
51_bin.1,51,Deep,SAR324,clust3
70_bin.8,70,STW,Proteobacteria,clust3
74_bin.4,74,SAW,Proteobacteria,clust3
23_bin.33,23,Deep,Verrucomicrobiota,clust3
54_bin.38,54,SAW,Verrucomicrobiota,clust3
9_bin.42,9,Deep,SAR324,clust3
20_bin.2,20,Deep,SAR324,clust3
30_bin.5,30,SAW,SAR324,clust3
12_bin.40,12,Neritic,Proteobacteria,clust3
67_bin.36,67,STW,Verrucomicrobiota,clust3
35_bin.3,35,Neritic,Proteobacteria,clust3
34_bin.46,34,Deep,Proteobacteria,clust3
47_bin.40,47,Deep,Verrucomicrobiota,clust3
10_bin.30,10,STW,Verrucomicrobiota,clust3
37_bin.47,37,STW,Verrucomicrobiota,clust3
50_bin.24,50,SAW,Verrucomicrobiota,clust3
23_bin.5,23,Deep,Proteobacteria,clust3
28_bin.1,28,SAW,Proteobacteria,clust3
11_bin.7,11,SAW,SAR324,clust3
27_bin.16,27,SAW,Proteobacteria,clust3
22_bin.18,22,SAW,Proteobacteria,clust3
43_bin.31,43,Deep,SAR324,clust3
61_bin.10,61,Deep,Verrucomicrobiota,clust3
11_bin.6,11,SAW,Verrucomicrobiota,clust3
51_bin.47,51,Deep,Verrucomicrobiota,clust3
12_bin.14,12,Neritic,Verrucomicrobiota,clust3
2_bin.53,2,SAW,Verrucomicrobiota,clust3
67_bin.15,67,STW,Verrucomicrobiota,clust3
36_bin.79,36,Neritic,Proteobacteria,clust3
42_bin.26,42,SAW,Verrucomicrobiota,clust3
40_bin.42,40,SAW,Verrucomicrobiota,clust3
37_bin.42,37,STW,Proteobacteria,clust3
38_bin.4,38,Front,Proteobacteria,clust3
35_bin.10,35,Neritic,Verrucomicrobiota,clust3
38_bin.48,38,Front,Proteobacteria,clust3
74_bin.3,74,SAW,Verrucomicrobiota,clust3
82_bin.32,82,SAW,Verrucomicrobiota,clust3
83_bin.26,83,Deep,SAR324,clust3
41_bin.35,41,SAW,Proteobacteria,clust3
76_bin.32,76,STW,Proteobacteria,clust3
43_bin.36,43,Deep,Verrucomicrobiota,clust3
3_bin.5,3,Deep,Verrucomicrobiota,clust3
37_bin.24,37,STW,Verrucomicrobiota,clust3
8_bin.29,8,SAW,Verrucomicrobiota,clust3
67_bin.18,67,STW,Verrucomicrobiota,clust3
46_bin.2,46,SAW,Verrucomicrobiota,clust3
6_bin.25,6,SAW,Proteobacteria,clust3
23_bin.35,23,Deep,Verrucomicrobiota,clust3
74_bin.10,74,SAW,Verrucomicrobiota,clust3
46_bin.47,46,SAW,Verrucomicrobiota,clust3
54_bin.39,54,SAW,Proteobacteria,clust3
41_bin.21,41,SAW,Verrucomicrobiota,clust3
76_bin.34,76,STW,Proteobacteria,clust3
79_bin.49,79,SAW,Verrucomicrobiota,clust3
42_bin.55,42,SAW,Verrucomicrobiota,clust3
39_bin.6,39,SAW,Verrucomicrobiota,clust3
23_bin.50,23,Deep,Verrucomicrobiota,clust3
40_bin.18,40,SAW,Proteobacteria,clust3
40_bin.13,40,SAW,Verrucomicrobiota,clust3
51_bin.30,51,Deep,Verrucomicrobiota,clust3
42_bin.65,42,SAW,Verrucomicrobiota,clust3
77_bin.49,77,SAW,Proteobacteria,clust3
47_bin.30,47,Deep,Proteobacteria,clust3
33_bin.2,33,SAW,Proteobacteria,clust3
80_bin.23,80,Deep,Verrucomicrobiota,clust3
67_bin.26,67,STW,Proteobacteria,clust3
36_bin.11,36,Neritic,Verrucomicrobiota,clust3
50_bin.14,50,SAW,Proteobacteria,clust3
43_bin.42,43,Deep,Proteobacteria,clust3
71_bin.2,71,SAW,Verrucomicrobiota,clust3
64_bin.14,64,Deep,SAR324,clust3
74_bin.29,74,SAW,Proteobacteria,clust3
28_bin.19,28,SAW,Proteobacteria,clust3
2_bin.51,2,SAW,Verrucomicrobiota,clust3
37_bin.44,37,STW,Proteobacteria,clust3
35_bin.60,35,Neritic,Proteobacteria,clust3
71_bin.18,71,SAW,Proteobacteria,clust3
34_bin.36,34,Deep,Proteobacteria,clust3
51_bin.55,51,Deep,Verrucomicrobiota,clust3
57_bin.18,57,Front,Proteobacteria,clust3
77_bin.11,77,SAW,Verrucomicrobiota,clust3
83_bin.30,83,Deep,Verrucomicrobiota,clust3
77_bin.12,77,SAW,Verrucomicrobiota,clust3
36_bin.87,36,Neritic,Proteobacteria,clust3
68_bin.11,68,SAW,Proteobacteria,clust3
36_bin.17,36,Neritic,Proteobacteria,clust3
12_bin.11,12,Neritic,Proteobacteria,clust3
35_bin.30,35,Neritic,Proteobacteria,clust3
80_bin.7,80,Deep,Proteobacteria,clust3
42_bin.57,42,SAW,Proteobacteria,clust3
74_bin.5,74,SAW,Verrucomicrobiota,clust3
29_bin.30,29,SAW,Proteobacteria,clust3
40_bin.38,40,SAW,Verrucomicrobiota,clust3
30_bin.10,30,SAW,Proteobacteria,clust3
42_bin.53,42,SAW,Proteobacteria,clust3
40_bin.34,40,SAW,Proteobacteria,clust3
19_bin.29,19,SAW,SAR324,clust3
23_bin.3,23,Deep,Proteobacteria,clust3
36_bin.84,36,Neritic,Proteobacteria,clust3
25_bin.20,25,STW,Proteobacteria,clust3
11_bin.34,11,SAW,Verrucomicrobiota,clust3
30_bin.13,30,SAW,Proteobacteria,clust3
6_bin.27,6,SAW,Proteobacteria,clust3
50_bin.5,50,SAW,Proteobacteria,clust3
42_bin.47,42,SAW,Verrucomicrobiota,clust3
46_bin.30,46,SAW,Proteobacteria,clust3
18_bin.22,18,SAW,Proteobacteria,clust3
52_bin.27,52,STW,Proteobacteria,clust3
29_bin.23,29,SAW,Proteobacteria,clust3
48_bin.41,48,STW,Verrucomicrobiota,clust3
51_bin.64,51,Deep,Proteobacteria,clust3
68_bin.24,68,SAW,Proteobacteria,clust3
42_bin.10,42,SAW,Verrucomicrobiota,clust3
61_bin.53,61,Deep,Proteobacteria,clust3
69_bin.9,69,Deep,SAR324,clust3
8_bin.18,8,SAW,SAR324,clust3
16_bin.11,16,SAW,SAR324,clust3
26_bin.19,26,Front,Proteobacteria,clust3
27_bin.28,27,SAW,Proteobacteria,clust3
79_bin.23,79,SAW,Proteobacteria,clust3
33_bin.4,33,SAW,Verrucomicrobiota,clust3
25_bin.16,25,STW,Proteobacteria,clust3
41_bin.74,41,SAW,Verrucomicrobiota,clust3
72_bin.8,72,Deep,SAR324,clust3
27_bin.1,27,SAW,Proteobacteria,clust3
7_bin.36,7,STW,Verrucomicrobiota,clust3
6_bin.4,6,SAW,Verrucomicrobiota,clust3
26_bin.12,26,Front,Proteobacteria,clust3
27_bin.25,27,SAW,Proteobacteria,clust3
7_bin.21,7,STW,Verrucomicrobiota,clust3
67_bin.3,67,STW,Proteobacteria,clust3
24_bin.51,24,STW,Verrucomicrobiota,clust3
23_bin.52,23,Deep,Verrucomicrobiota,clust3
34_bin.27,34,Deep,Verrucomicrobiota,clust3
83_bin.32,83,Deep,Verrucomicrobiota,clust3
53_bin.31,53,SAW,Verrucomicrobiota,clust3
41_bin.18,41,SAW,Verrucomicrobiota,clust3
26_bin.15,26,Front,Proteobacteria,clust3
41_bin.57,41,SAW,Verrucomicrobiota,clust3
70_bin.31,70,STW,Proteobacteria,clust3
40_bin.15,40,SAW,Verrucomicrobiota,clust3
71_bin.14,71,SAW,Proteobacteria,clust3
39_bin.5,39,SAW,Verrucomicrobiota,clust3
25_bin.11,25,STW,Proteobacteria,clust3
20_bin.42,20,Deep,Proteobacteria,clust3
43_bin.5,43,Deep,Proteobacteria,clust3
17_bin.28,17,SAW,SAR324,clust3
43_bin.45,43,Deep,Verrucomicrobiota,clust3
41_bin.53,41,SAW,Proteobacteria,clust3
39_bin.15,39,SAW,SAR324,clust3
66_bin.13,66,SAW,Verrucomicrobiota,clust3
67_bin.2,67,STW,Proteobacteria,clust3
42_bin.34,42,SAW,SAR324,clust3
50_bin.15,50,SAW,SAR324,clust3
80_bin.36,80,Deep,Verrucomicrobiota,clust3
42_bin.44,42,SAW,Proteobacteria,clust3
47_bin.9,47,Deep,Verrucomicrobiota,clust3
69_bin.13,69,Deep,Verrucomicrobiota,clust3
8_bin.30,8,SAW,Verrucomicrobiota,clust3
68_bin.33,68,SAW,Proteobacteria,clust3
36_bin.7,36,Neritic,SAR324,clust3
38_bin.45,38,Front,Verrucomicrobiota,clust3
67_bin.29,67,STW,Proteobacteria,clust3
38_bin.32,38,Front,Verrucomicrobiota,clust3
33_bin.15,33,SAW,Proteobacteria,clust3
67_bin.17,67,STW,SAR324,clust3
61_bin.43,61,Deep,Verrucomicrobiota,clust3
35_bin.62,35,Neritic,SAR324,clust3
24_bin.31,24,STW,SAR324,clust3
71_bin.6,71,SAW,SAR324,clust3
79_bin.16,79,SAW,Verrucomicrobiota,clust3
37_bin.39,37,STW,SAR324,clust3
6_bin.17,6,SAW,Proteobacteria,clust3
79_bin.27,79,SAW,SAR324,clust3
28_bin.16,28,SAW,SAR324,clust3
40_bin.3,40,SAW,Verrucomicrobiota,clust3
52_bin.38,52,STW,Verrucomicrobiota,clust3
12_bin.5,12,Neritic,SAR324,clust3
52_bin.43,52,STW,SAR324,clust3
34_bin.19,34,Deep,Proteobacteria,clust3
15_bin.1,15,Front,SAR324,clust3
51_bin.5,51,Deep,Proteobacteria,clust3
29_bin.38,29,SAW,Proteobacteria,clust3
79_bin.47,79,SAW,Verrucomicrobiota,clust3
54_bin.12,54,SAW,SAR324,clust3
25_bin.25,25,STW,Proteobacteria,clust3
36_bin.18,36,Neritic,Verrucomicrobiota,clust3
41_bin.26,41,SAW,Verrucomicrobiota,clust3
21_bin.14,21,STW,Verrucomicrobiota,clust3
69_bin.2,69,Deep,Proteobacteria,clust3
41_bin.10,41,SAW,SAR324,clust3
41_bin.84,41,SAW,Proteobacteria,clust3
52_bin.56,52,STW,Verrucomicrobiota,clust3
56_bin.5,56,STW,Verrucomicrobiota,clust3
20_bin.27,20,Deep,Verrucomicrobiota,clust3
12_bin.18,12,Neritic,Verrucomicrobiota,clust3
36_bin.15,36,Neritic,Verrucomicrobiota,clust3
6_bin.15,6,SAW,Verrucomicrobiota,clust3
46_bin.29,46,SAW,Proteobacteria,clust3
21_bin.2,21,STW,SAR324,clust3
23_bin.36,23,Deep,Proteobacteria,clust3
12_bin.15,12,Neritic,Proteobacteria,clust3
38_bin.42,38,Front,SAR324,clust3
21_bin.8,21,STW,Verrucomicrobiota,clust3
52_bin.49,52,STW,Verrucomicrobiota,clust3
41_bin.43,41,SAW,Verrucomicrobiota,clust3
70_bin.6,70,STW,Verrucomicrobiota,clust3
39_bin.44,39,SAW,Verrucomicrobiota,clust3
21_bin.26,21,STW,Verrucomicrobiota,clust3
77_bin.1,77,SAW,Verrucomicrobiota,clust3
58_bin.32,58,SAW,SAR324,clust3
47_bin.4,47,Deep,Proteobacteria,clust3
37_bin.30,37,STW,Verrucomicrobiota,clust3
61_bin.50,61,Deep,Proteobacteria,clust3
24_bin.54,24,STW,Verrucomicrobiota,clust3
74_bin.14,74,SAW,SAR324,clust3
79_bin.40,79,SAW,Verrucomicrobiota,clust3
39_bin.2,39,SAW,Verrucomicrobiota,clust3
35_bin.38,35,Neritic,Verrucomicrobiota,clust3
33_bin.28,33,SAW,Verrucomicrobiota,clust3
42_bin.43,42,SAW,Verrucomicrobiota,clust3
77_bin.16,77,SAW,Verrucomicrobiota,clust3
10_bin.16,10,STW,Verrucomicrobiota,clust3
42_bin.20,42,SAW,Verrucomicrobiota,clust3
54_bin.35,54,SAW,Proteobacteria,clust3
57_bin.11,57,Front,Proteobacteria,clust3
50_bin.11,50,SAW,Verrucomicrobiota,clust3
80_bin.25,80,Deep,Proteobacteria,clust3
9_bin.9,9,Deep,Proteobacteria,clust3
42_bin.62,42,SAW,Proteobacteria,clust3
54_bin.8,54,SAW,Verrucomicrobiota,clust3
48_bin.1,48,STW,Verrucomicrobiota,clust3
40_bin.2,40,SAW,Proteobacteria,clust3
70_bin.18,70,STW,Verrucomicrobiota,clust3
36_bin.66,36,Neritic,Verrucomicrobiota,clust3
74_bin.11,74,SAW,Proteobacteria,clust3
19_bin.12,19,SAW,Proteobacteria,clust3
42_bin.66,42,SAW,Verrucomicrobiota,clust3
2_bin.4,2,SAW,Proteobacteria,clust3
38_bin.33,38,Front,Verrucomicrobiota,clust3
5_bin.20,5,SAW,Proteobacteria,clust3
24_bin.53,24,STW,Verrucomicrobiota,clust3
40_bin.54,40,SAW,Verrucomicrobiota,clust3
50_bin.27,50,SAW,Proteobacteria,clust3
6_bin.10,6,SAW,Verrucomicrobiota,clust3
52_bin.60,52,STW,Verrucomicrobiota,clust3
58_bin.3,58,SAW,Proteobacteria,clust3
56_bin.16,56,STW,Verrucomicrobiota,clust3
18_bin.25,18,SAW,Proteobacteria,clust3
79_bin.53,79,SAW,Proteobacteria,clust3
7_bin.11,7,STW,Verrucomicrobiota,clust3
2_bin.23,2,SAW,Proteobacteria,clust3
40_bin.4,40,SAW,Verrucomicrobiota,clust3
25_bin.10,25,STW,Proteobacteria,clust3
11_bin.11,11,SAW,Proteobacteria,clust3
11_bin.10,11,SAW,Verrucomicrobiota,clust3
63_bin.9,63,SAW,Proteobacteria,clust3
35_bin.39,35,Neritic,Verrucomicrobiota,clust3
83_bin.10,83,Deep,Proteobacteria,clust3
35_bin.9,35,Neritic,Verrucomicrobiota,clust3
82_bin.7,82,SAW,Proteobacteria,clust3
79_bin.17,79,SAW,Proteobacteria,clust3
11_bin.15,11,SAW,Verrucomicrobiota,clust3
41_bin.89,41,SAW,Proteobacteria,clust3
40_bin.40,40,SAW,Proteobacteria,clust3
15_bin.11,15,Front,Proteobacteria,clust3
37_bin.9,37,STW,Verrucomicrobiota,clust3
56_bin.18,56,STW,Verrucomicrobiota,clust3
6_bin.34,6,SAW,Proteobacteria,clust3
82_bin.11,82,SAW,Proteobacteria,clust3
8_bin.22,8,SAW,Verrucomicrobiota,clust3
18_bin.27,18,SAW,Proteobacteria,clust3
36_bin.59,36,Neritic,Verrucomicrobiota,clust3
29_bin.31,29,SAW,Verrucomicrobiota,clust3
68_bin.19,68,SAW,Verrucomicrobiota,clust3
16_bin.18,16,SAW,Proteobacteria,clust3
30_bin.3,30,SAW,Verrucomicrobiota,clust3
21_bin.7,21,STW,Verrucomicrobiota,clust3
10_bin.25,10,STW,Verrucomicrobiota,clust3
54_bin.17,54,SAW,Proteobacteria,clust3
24_bin.47,24,STW,Verrucomicrobiota,clust3
40_bin.37,40,SAW,Verrucomicrobiota,clust3
66_bin.10,66,SAW,Proteobacteria,clust3
37_bin.43,37,STW,Verrucomicrobiota,clust3
71_bin.4,71,SAW,Proteobacteria,clust3
5_bin.13,5,SAW,Proteobacteria,clust3
54_bin.26,54,SAW,Verrucomicrobiota,clust3
2_bin.13,2,SAW,SAR324,clust3
22_bin.37,22,SAW,Proteobacteria,clust3
40_bin.25,40,SAW,Verrucomicrobiota,clust3
33_bin.24,33,SAW,Verrucomicrobiota,clust3
77_bin.15,77,SAW,Proteobacteria,clust3
42_bin.60,42,SAW,Proteobacteria,clust3
77_bin.37,77,SAW,Verrucomicrobiota,clust3
66_bin.12,66,SAW,Proteobacteria,clust3
56_bin.30,56,STW,Proteobacteria,clust3
64_bin.12,64,Deep,Proteobacteria,clust3
35_bin.33,35,Neritic,Verrucomicrobiota,clust3
74_bin.1,74,SAW,Verrucomicrobiota,clust3
27_bin.3,27,SAW,Proteobacteria,clust3
70_bin.27,70,STW,Proteobacteria,clust3
16_bin.5,16,SAW,Proteobacteria,clust3
9_bin.23,9,Deep,Proteobacteria,clust3
21_bin.19,21,STW,Proteobacteria,clust3
41_bin.61,41,SAW,Proteobacteria,clust3
39_bin.22,39,SAW,Proteobacteria,clust3
23_bin.38,23,Deep,Proteobacteria,clust3
10_bin.20,10,STW,Proteobacteria,clust3
9_bin.46,9,Deep,Proteobacteria,clust3
39_bin.3,39,SAW,Verrucomicrobiota,clust3
54_bin.32,54,SAW,Proteobacteria,clust3
40_bin.6,40,SAW,Proteobacteria,clust3
56_bin.20,56,STW,Proteobacteria,clust3
9_bin.36,9,Deep,Verrucomicrobiota,clust3
9_bin.11,9,Deep,Proteobacteria,clust3
46_bin.25,46,SAW,Proteobacteria,clust3
7_bin.25,7,STW,Proteobacteria,clust3
77_bin.31,77,SAW,Proteobacteria,clust3