Kingdom,Phylum,Class,Order,Family,Genus,Species
,,,,,,184_2
,,,,,,25_1
,,,,,,187_1
,,,,,,53_1
,,,,,,50_1
,,,,,,161_0
,,,,,,186_1
,,,,,,18_2
,,,,,,197_1
,,,,,,136_1
,,,,,,164_1
,,,,,,200_1
,,,,,,73_3
,,,,,,136_1
,,,,,,101_1
,,,,,,120_2
,,,,,,9_1
,,,,,,8_1
,,,,,,129_2
,,,,,,152_1
,,,,,,128_2
,,,,,,50_1
,,,,,,125_1
,,,,,,2_2
,,,,,,124_1
,,,,,,41_1
,,,,,,60_1
,,,,,,62_1
,,,,,,120_1
,,,,,,119_2
,,,,,,180_1
,,,,,,171_0
,,,,,,136_1
,,,,,,131_2
,,,,,,91_0
,,,,,,107_1
,,,,,,93_1
,,,,,,50_1
,,,,,,93_2
,,,,,,118_0
,,,,,,140_1
,,,,,,110_1
,,,,,,142_1
,,,,,,134_1
,,,,,,81_1
,,,,,,42_2
,,,,,,39_1
,,,,,,29_2
,,,,,,195_1
,,,,,,199_1
,,,,,,20_0
,,,,,,18_2
,,,,,,190_1
,,,,,,199_1
,,,,,,29_2
,,,,,,18_2
,,,,,,52_1
,,,,,,2_2
,,,,,,108_1
,,,,,,73_2
,,,,,,195_1
,,,,,,29_2
,,,,,,52_1
,,,,,,108_1
,,,,,,29_2
,,,,,,2_2
,,,,,,73_2
,,,,,,1_1
,,,,,,73_2
,,,,,,29_2
,,,,,,52_1
,,,,,,200_2
,,,,,,49_1
,,,,,,73_2
,,,,,,165_1
,,,,,,29_2
,,,,,,200_2
,,,,,,2_2
,,,,,,1_1
,,,,,,2_2
,,,,,,29_2
,,,,,,73_2
,,,,,,165_1
,,,,,,52_1
,,,,,,150_1
,,,,,,124_1
,,,,,,108_1
,,,,,,2_2
,,,,,,29_2
,,,,,,1_1
,,,,,,62_1
,,,,,,66_1
,,,,,,29_1
,,,,,,206_1
,,,,,,11_1
,,,,,,52_1
,,,,,,73_1
,,,,,,18_1
,,,,,,199_1
,,,,,,209_1
,,,,,,10_1
,,,,,,203_1
,,,,,,193_0
,,,,,,188_1
,,,,,,12_1
,,,,,,54_1
,,,,,,21_1
,,,,,,201_1
,,,,,,210_1
,,,,,,181_1
,,,,,,184_2
,,,,,,142_1
,,,,,,1_2
,,,,,,134_1
,,,,,,103_1
,,,,,,42_2
,,,,,,131_1
,,,,,,90_1
,,,,,,197_1
,,,,,,132_0
,,,,,,130_1
,,,,,,29_2
,,,,,,116_1
,,,,,,84_1
,,,,,,1_1
,,,,,,150_1
,,,,,,29_2
,,,,,,74_1
,,,,,,190_1
,,,,,,30_0
,,,,,,189_1
,,,,,,188_1
,,,,,,18_1
,,,,,,199_1
,,,,,,52_1
,,,,,,200_2
,,,,,,202_1
,,,,,,11_2
,,,,,,6_0
,,,,,,179_1
,,,,,,73_1
,,,,,,63_0
,,,,,,168_1
,,,,,,210_1
,,,,,,186_2
,,,,,,103_2
,,,,,,46_0
,,,,,,209_1
,,,,,,201_1
,,,,,,65_1
,,,,,,165_1
,,,,,,192_2
,,,,,,166_0
,,,,,,14_1
,,,,,,108_1
,,,,,,51_1
,,,,,,207_1
,,,,,,163_0
,,,,,,148_1
,,,,,,86_2
,,,,,,45_2
,,,,,,81_3
,,,,,,180_1
,,,,,,42_2
,,,,,,39_1
,,,,,,38_0
,,,,,,28_1
,,,,,,134_1
,,,,,,33_1
,,,,,,151_1
,,,,,,94_1
,,,,,,130_1
,,,,,,181_1
,,,,,,79_1
,,,,,,131_1
,,,,,,169_1
,,,,,,115_1
,,,,,,81_1
,,,,,,116_1
,,,,,,111_1
,,,,,,119_1
,,,,,,41_1
,,,,,,110_1
,,,,,,42_2
,,,,,,88_1
,,,,,,89_1
,,,,,,144_1
,,,,,,97_1
,,,,,,119_1
,,,,,,150_1
,,,,,,116_1
,,,,,,70_2
,,,,,,94_1
,,,,,,115_1
,,,,,,41_1
,,,,,,169_1
,,,,,,88_1
,,,,,,144_1
,,,,,,37_2
,,,,,,115_1
,,,,,,144_1
,,,,,,150_1
,,,,,,111_1
,,,,,,88_1
,,,,,,90_2
,,,,,,119_1
,,,,,,116_1
,,,,,,1_1
,,,,,,41_1
,,,,,,143_1
,,,,,,116_1
,,,,,,70_2
,,,,,,144_1
,,,,,,108_1
,,,,,,120_1
,,,,,,41_1
,,,,,,119_1
,,,,,,150_1
,,,,,,89_1
,,,,,,143_1
,,,,,,40_1
,,,,,,45_1
,,,,,,62_1
,,,,,,116_1
,,,,,,144_1
,,,,,,108_1
,,,,,,43_1
,,,,,,119_1
,,,,,,129_1
,,,,,,143_1
,,,,,,41_1
,,,,,,133_1
,,,,,,44_1
,,,,,,35_1
,,,,,,150_1
,,,,,,199_1
,,,,,,179_1
,,,,,,108_1
,,,,,,209_1
,,,,,,210_1
,,,,,,188_1
,,,,,,200_2
,,,,,,190_1
,,,,,,73_1
,,,,,,11_2
,,,,,,21_3
,,,,,,12_1
,,,,,,3_0
,,,,,,148_1
,,,,,,8_1
,,,,,,108_1
,,,,,,119_1
,,,,,,116_1
,,,,,,45_1
,,,,,,41_1
,,,,,,129_1
,,,,,,32_2
,,,,,,143_1
,,,,,,152_1
,,,,,,43_1
,,,,,,121_0
,,,,,,40_1
,,,,,,35_1
,,,,,,144_1
,,,,,,111_1
,,,,,,152_1
,,,,,,116_1
,,,,,,41_1
,,,,,,43_1
,,,,,,116_1
,,,,,,97_1
,,,,,,144_1
,,,,,,119_1
,,,,,,96_1
,,,,,,129_1
,,,,,,150_1
,,,,,,124_1
,,,,,,70_2
,,,,,,174_1
,,,,,,45_1
,,,,,,61_1
,,,,,,209_1
,,,,,,202_1
,,,,,,51_1
,,,,,,148_1
,,,,,,74_1
,,,,,,116_1
,,,,,,195_1
,,,,,,19_1
,,,,,,190_1
,,,,,,52_1
,,,,,,65_1
,,,,,,73_1
,,,,,,29_2
,,,,,,201_1
,,,,,,10_1
,,,,,,199_1
,,,,,,108_1
,,,,,,14_1
,,,,,,191_1
,,,,,,200_2
,,,,,,21_1
,,,,,,18_1
,,,,,,210_1
,,,,,,188_1
,,,,,,62_2
,,,,,,106_0
,,,,,,86_2
,,,,,,99_1
,,,,,,126_1
,,,,,,151_2
,,,,,,186_1
,,,,,,184_2
,,,,,,55_1
,,,,,,101_1
,,,,,,158_1
,,,,,,123_0
,,,,,,130_1
,,,,,,129_2
,,,,,,87_1
,,,,,,50_1
,,,,,,17_1
,,,,,,86_1
,,,,,,178_1
,,,,,,81_3
,,,,,,134_1
,,,,,,136_1
,,,,,,182_1
,,,,,,127_1
,,,,,,79_1
,,,,,,50_1
,,,,,,62_2
,,,,,,130_1
,,,,,,182_1
,,,,,,131_2
,,,,,,86_1
,,,,,,80_1
,,,,,,17_1
,,,,,,180_1
,,,,,,81_3
,,,,,,101_1
,,,,,,151_1
,,,,,,99_1
,,,,,,62_4
,,,,,,86_2
,,,,,,184_2
,,,,,,158_1
,,,,,,126_1
,,,,,,129_2
,,,,,,184_1
,,,,,,79_1
,,,,,,174_1
,,,,,,134_1
,,,,,,154_0
,,,,,,87_1
,,,,,,178_1
,,,,,,186_1
,,,,,,55_1
,,,,,,127_1
,,,,,,115_1
,,,,,,213_0
,,,,,,103_1
,,,,,,158_1
,,,,,,186_1
,,,,,,101_1
,,,,,,87_1
,,,,,,62_2
,,,,,,130_1
,,,,,,174_1
,,,,,,182_1
,,,,,,126_1
,,,,,,183_2
,,,,,,134_1
,,,,,,9_2
,,,,,,178_1
,,,,,,79_1
,,,,,,55_1
,,,,,,180_1
,,,,,,86_1
,,,,,,137_0
,,,,,,81_3
,,,,,,184_1
,,,,,,50_1
,,,,,,142_1
,,,,,,184_2
,,,,,,9_1
,,,,,,99_1
,,,,,,129_2
,,,,,,94_1
,,,,,,58_1
,,,,,,150_1
,,,,,,153_1
,,,,,,70_2
,,,,,,125_1
,,,,,,124_1
,,,,,,101_1
,,,,,,50_1
,,,,,,9_1
,,,,,,134_1
,,,,,,86_1
,,,,,,79_1
,,,,,,111_1
,,,,,,138_1
,,,,,,184_2
,,,,,,186_1
,,,,,,62_1
,,,,,,158_1
,,,,,,108_1
,,,,,,101_1
,,,,,,105_1
,,,,,,57_1
,,,,,,120_1
,,,,,,5_1
,,,,,,125_1
,,,,,,2_2
,,,,,,152_1
,,,,,,186_1
,,,,,,80_2
,,,,,,70_2
,,,,,,138_1
,,,,,,183_1
,,,,,,150_1
,,,,,,94_1
,,,,,,111_1
,,,,,,122_1
,,,,,,61_1
,,,,,,62_1
,,,,,,29_2
,,,,,,18_2
,,,,,,135_1
,,,,,,62_1
,,,,,,57_1
,,,,,,173_1
,,,,,,183_1
,,,,,,159_1
,,,,,,152_1
,,,,,,94_1
,,,,,,129_2
,,,,,,86_1
,,,,,,125_1
,,,,,,174_1
,,,,,,111_1
,,,,,,128_1
,,,,,,70_1
,,,,,,122_1
,,,,,,2_2
,,,,,,144_1
,,,,,,61_1
,,,,,,138_1
,,,,,,169_1
,,,,,,124_1
,,,,,,96_1
,,,,,,170_1
,,,,,,120_1
,,,,,,97_1
,,,,,,59_0
,,,,,,108_1
,,,,,,160_0
,,,,,,100_1
,,,,,,62_1
,,,,,,122_1
,,,,,,211_0
,,,,,,150_1
,,,,,,174_1
,,,,,,173_1
,,,,,,157_1
,,,,,,128_1
,,,,,,99_2
,,,,,,116_1
,,,,,,82_1
,,,,,,127_1
,,,,,,111_1
,,,,,,101_1
,,,,,,94_1
,,,,,,170_1
,,,,,,92_0
,,,,,,156_1
,,,,,,86_1
,,,,,,57_1
,,,,,,147_0
,,,,,,58_1
,,,,,,159_1
,,,,,,112_0
,,,,,,135_1
,,,,,,103_2
,,,,,,2_2
,,,,,,83_0
,,,,,,125_1
,,,,,,156_1
,,,,,,94_1
,,,,,,124_1
,,,,,,70_1
,,,,,,174_1
,,,,,,138_1
,,,,,,99_2
,,,,,,86_1
,,,,,,120_1
,,,,,,45_1
,,,,,,119_1
,,,,,,122_1
,,,,,,214_0
,,,,,,57_1
,,,,,,212_0
,,,,,,144_1
,,,,,,111_1
,,,,,,62_1
,,,,,,117_0
,,,,,,152_1
,,,,,,169_1
,,,,,,1_1
,,,,,,2_2
,,,,,,61_1
,,,,,,128_1
,,,,,,82_1
,,,,,,73_1
,,,,,,51_1
,,,,,,10_1
,,,,,,209_1
,,,,,,210_1
,,,,,,148_1
,,,,,,21_1
,,,,,,18_1
,,,,,,52_1
,,,,,,199_1
,,,,,,74_1
,,,,,,195_1
,,,,,,201_1
,,,,,,203_1
,,,,,,202_1
,,,,,,116_1
,,,,,,108_1
,,,,,,19_1
,,,,,,190_1
,,,,,,136_1
,,,,,,50_1
,,,,,,26_1
,,,,,,18_2
,,,,,,53_1
,,,,,,29_2
,,,,,,152_1
,,,,,,197_2
,,,,,,135_1
,,,,,,68_0
,,,,,,1_1
,,,,,,102_0
,,,,,,56_0
,,,,,,205_0
,,,,,,103_2
,,,,,,200_2
,,,,,,66_1
,,,,,,94_1
,,,,,,29_2
,,,,,,186_2
,,,,,,21_1
,,,,,,73_1
,,,,,,18_1
,,,,,,148_1
,,,,,,51_1
,,,,,,15_1
,,,,,,201_1
,,,,,,188_1
,,,,,,199_1
,,,,,,209_1
,,,,,,189_1
,,,,,,23_1
,,,,,,67_1
,,,,,,12_1
,,,,,,210_1
,,,,,,52_1
,,,,,,203_1
,,,,,,79_1
,,,,,,34_0
,,,,,,186_1
,,,,,,32_1
,,,,,,7_0
,,,,,,184_2
,,,,,,181_1
,,,,,,126_1
,,,,,,183_2
,,,,,,33_1
,,,,,,41_1
,,,,,,29_2
,,,,,,200_2
,,,,,,1_1
,,,,,,108_1
,,,,,,50_2
,,,,,,2_2
,,,,,,52_1
,,,,,,29_1
,,,,,,152_1
,,,,,,29_2
,,,,,,55_2
,,,,,,125_1
,,,,,,111_1
,,,,,,120_1
,,,,,,32_2
,,,,,,29_2
,,,,,,116_1
,,,,,,152_1
,,,,,,105_1
,,,,,,62_1
,,,,,,2_2
,,,,,,169_1
,,,,,,174_1
,,,,,,52_1
,,,,,,210_1
,,,,,,200_2
,,,,,,18_1
,,,,,,10_1
,,,,,,74_1
,,,,,,206_1
,,,,,,188_1
,,,,,,148_1
,,,,,,207_1
,,,,,,141_0
,,,,,,19_1
,,,,,,67_1
,,,,,,73_1
,,,,,,12_1
,,,,,,75_0
,,,,,,23_1
,,,,,,195_1
,,,,,,145_0
,,,,,,21_1
,,,,,,65_1
,,,,,,47_0
,,,,,,201_1
,,,,,,199_1
,,,,,,209_1
,,,,,,42_1
,,,,,,32_1
,,,,,,185_0
,,,,,,94_1
,,,,,,140_1
,,,,,,86_1
,,,,,,181_1
,,,,,,5_2
,,,,,,134_1
,,,,,,180_1
,,,,,,104_0
,,,,,,131_1
,,,,,,128_2
,,,,,,79_1
,,,,,,87_1
,,,,,,138_1
,,,,,,86_1
,,,,,,94_1
,,,,,,42_1
,,,,,,180_1
,,,,,,86_1
,,,,,,120_1
,,,,,,138_1
,,,,,,139_1
,,,,,,1_1
,,,,,,129_2
,,,,,,94_1
,,,,,,135_1
,,,,,,98_0
,,,,,,2_2
,,,,,,183_1
,,,,,,101_1
,,,,,,103_2
,,,,,,62_1
,,,,,,105_1
,,,,,,124_1
,,,,,,81_2
,,,,,,45_2
,,,,,,79_1
,,,,,,129_2
,,,,,,194_1
,,,,,,2_1
,,,,,,180_1
,,,,,,42_2
,,,,,,120_2
,,,,,,2_2
,,,,,,111_1
,,,,,,32_2
,,,,,,29_2
,,,,,,29_2
,,,,,,41_1
,,,,,,111_1
,,,,,,2_2
,,,,,,120_1
,,,,,,50_1
,,,,,,18_2
,,,,,,124_1
,,,,,,89_1
,,,,,,125_1
,,,,,,133_1
,,,,,,144_1
,,,,,,119_1
,,,,,,174_1
,,,,,,116_1
,,,,,,108_1
,,,,,,183_3
,,,,,,134_2
,,,,,,122_1
,,,,,,96_1
,,,,,,29_2
,,,,,,159_1
,,,,,,55_2
,,,,,,196_1
,,,,,,198_0
,,,,,,177_1
,,,,,,167_0
,,,,,,172_1
,,,,,,165_1
,,,,,,169_1
,,,,,,73_2
,,,,,,52_1
,,,,,,72_1
,,,,,,50_2
,,,,,,119_1
,,,,,,37_1
,,,,,,57_1
,,,,,,2_2
,,,,,,176_1
,,,,,,67_1
,,,,,,15_1
,,,,,,21_1
,,,,,,22_0
,,,,,,10_1
,,,,,,148_1
,,,,,,189_1
,,,,,,113_0
,,,,,,195_2
,,,,,,54_1
,,,,,,24_0
,,,,,,52_1
,,,,,,199_1
,,,,,,206_1
,,,,,,207_1
,,,,,,210_1
,,,,,,73_1
,,,,,,77_0
,,,,,,203_1
,,,,,,48_1
,,,,,,78_0
,,,,,,18_1
,,,,,,23_1
,,,,,,201_1
,,,,,,192_1
,,,,,,31_0
,,,,,,209_1
,,,,,,13_1
,,,,,,12_1
,,,,,,25_1
,,,,,,50_1
,,,,,,190_1
,,,,,,18_2
,,,,,,29_2
,,,,,,52_1
,,,,,,50_2
,,,,,,191_1
,,,,,,150_1
,,,,,,195_1
,,,,,,27_0
,,,,,,50_2
,,,,,,152_1
,,,,,,2_2
,,,,,,67_1
,,,,,,109_0
,,,,,,52_1
,,,,,,54_1
,,,,,,10_1
,,,,,,188_1
,,,,,,209_1
,,,,,,199_1
,,,,,,21_1
,,,,,,73_1
,,,,,,11_2
,,,,,,190_1
,,,,,,29_2
,,,,,,187_1
,,,,,,18_2
,,,,,,26_1
,,,,,,148_1
,,,,,,9_1
,,,,,,136_1
,,,,,,25_1
,,,,,,53_1
,,,,,,2_2
,,,,,,1_1
,,,,,,71_0
,,,,,,29_2
,,,,,,37_1
,,,,,,94_1
,,,,,,152_1
,,,,,,61_1
,,,,,,134_1
,,,,,,70_2
,,,,,,110_1
,,,,,,116_1
,,,,,,134_2
,,,,,,115_1
,,,,,,62_1
,,,,,,144_1
,,,,,,29_2
,,,,,,81_3
,,,,,,62_1
,,,,,,111_1
,,,,,,150_1
,,,,,,101_2
,,,,,,119_1
,,,,,,101_1
,,,,,,124_1
,,,,,,94_1
,,,,,,116_1
,,,,,,152_1
,,,,,,89_1
,,,,,,115_1
,,,,,,174_1
,,,,,,18_1
,,,,,,73_1
,,,,,,203_1
,,,,,,10_1
,,,,,,199_1
,,,,,,23_1
,,,,,,21_1
,,,,,,179_1
,,,,,,13_1
,,,,,,12_1
,,,,,,209_1
,,,,,,52_1
,,,,,,152_1
,,,,,,129_2
,,,,,,62_3
,,,,,,50_1
,,,,,,2_2
,,,,,,215_0
,,,,,,138_1
,,,,,,146_1
,,,,,,120_2
,,,,,,101_1
,,,,,,87_1
,,,,,,81_3
,,,,,,86_2
,,,,,,79_1
,,,,,,2_1
,,,,,,178_1
,,,,,,111_1
,,,,,,180_1
,,,,,,120_2
,,,,,,115_1
,,,,,,146_1
,,,,,,44_1
,,,,,,169_2
,,,,,,111_1
,,,,,,62_1
,,,,,,95_0
,,,,,,2_2
,,,,,,120_1
,,,,,,81_2
,,,,,,86_1
,,,,,,48_1
,,,,,,13_1
,,,,,,10_1
,,,,,,73_1
,,,,,,199_1
,,,,,,21_2
,,,,,,52_1
,,,,,,50_3
,,,,,,50_1
,,,,,,33_1
,,,,,,129_2
,,,,,,61_2
,,,,,,2_2
,,,,,,29_2
,,,,,,120_1
,,,,,,175_0
,,,,,,94_2
,,,,,,41_1
,,,,,,86_1
,,,,,,173_1
,,,,,,62_1
,,,,,,111_1
,,,,,,60_1
,,,,,,37_1
,,,,,,187_1
,,,,,,73_3
,,,,,,26_1
,,,,,,50_1
,,,,,,25_1
,,,,,,33_1
,,,,,,164_1
,,,,,,200_1
,,,,,,197_1
,,,,,,107_1
,,,,,,53_1
,,,,,,18_2
,,,,,,124_1
,,,,,,62_1
,,,,,,66_1
,,,,,,2_2
,,,,,,125_1
,,,,,,152_1
,,,,,,177_1
,,,,,,29_2
,,,,,,186_1
,,,,,,1_1
,,,,,,37_1
,,,,,,162_0
,,,,,,41_1
,,,,,,129_2
,,,,,,36_1
,,,,,,153_1
,,,,,,29_1
,,,,,,200_2
,,,,,,69_0
,,,,,,50_2
,,,,,,26_1
,,,,,,187_1
,,,,,,73_3
,,,,,,50_1
,,,,,,53_1
,,,,,,25_1
,,,,,,190_1
,,,,,,25_2
,,,,,,85_0
,,,,,,164_1
,,,,,,50_2
,,,,,,73_2
,,,,,,165_1
,,,,,,1_1
,,,,,,26_2
,,,,,,64_0
,,,,,,52_1
,,,,,,108_1
,,,,,,49_1
,,,,,,177_1
,,,,,,195_1
,,,,,,176_1
,,,,,,72_1
,,,,,,196_1
,,,,,,172_1
,,,,,,152_1
,,,,,,2_2
,,,,,,191_1
,,,,,,29_2
,,,,,,36_1
,,,,,,44_1
,,,,,,101_1
,,,,,,157_1
,,,,,,120_1
,,,,,,138_1
,,,,,,124_1
,,,,,,105_1
,,,,,,100_2
,,,,,,62_1
,,,,,,125_1
,,,,,,173_1
,,,,,,153_1
,,,,,,111_1
,,,,,,86_1
,,,,,,86_3
,,,,,,12_1
,,,,,,11_2
,,,,,,192_1
,,,,,,207_1
,,,,,,209_1
,,,,,,195_1
,,,,,,13_1
,,,,,,15_1
,,,,,,67_1
,,,,,,23_1
,,,,,,200_2
,,,,,,149_0
,,,,,,52_1
,,,,,,21_1
,,,,,,208_0
,,,,,,203_1
,,,,,,18_1
,,,,,,73_1
,,,,,,199_1
,,,,,,16_0
,,,,,,148_1
,,,,,,188_1
,,,,,,201_1
,,,,,,51_1
,,,,,,28_1
,,,,,,50_1
,,,,,,94_1
,,,,,,1_1
,,,,,,32_2
,,,,,,62_1
,,,,,,29_2
,,,,,,111_1
,,,,,,41_1
,,,,,,148_1
,,,,,,84_1
,,,,,,139_1
,,,,,,70_3
,,,,,,2_2
,,,,,,10_1
,,,,,,23_1
,,,,,,51_1
,,,,,,206_1
,,,,,,201_1
,,,,,,209_1
,,,,,,199_1
,,,,,,52_1
,,,,,,207_1
,,,,,,12_1
,,,,,,67_1
,,,,,,203_1
,,,,,,18_1
,,,,,,21_1
,,,,,,73_1
,,,,,,188_1
,,,,,,18_1
,,,,,,4_0
,,,,,,21_1
,,,,,,209_1
,,,,,,76_0
,,,,,,199_1
,,,,,,10_1
,,,,,,155_0
,,,,,,74_1
,,,,,,72_2
,,,,,,204_0
,,,,,,73_1
,,,,,,52_1
,,,,,,11_1
,,,,,,188_1
,,,,,,168_1
,,,,,,114_0
,,,,,,194_2